run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
21,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9898,6412.0,1.0,6412.0,0.0,0.0,5595.0,111900.0,251.0,251.0,0.0,1.0,7.0,8757.48,9327.0
22,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9971,7795.0,1.0,7795.0,0.0,0.0,6557.0,131140.0,250.0,250.0,0.0,1.0,7.0,8627.54,9160.0
23,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9964,7236.0,1.0,7236.0,0.0,0.0,6393.0,127860.0,343.0,343.0,0.0,1.0,7.0,8664.68,9303.0
24,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9976,6833.0,1.0,6833.0,0.0,0.0,5990.0,119800.0,226.0,226.0,0.0,1.0,7.0,8768.58,9491.0
25,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9851,7603.0,1.0,7603.0,0.0,0.0,5491.0,109820.0,287.0,287.0,0.0,1.0,7.0,8760.28,9390.0
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9905,6855.0,1.0,6855.0,0.0,0.0,5877.0,117540.0,201.0,201.0,0.0,1.0,8.0,8729.8,9234.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9896,7683.0,1.0,7683.0,0.0,0.0,5520.0,110400.0,484.0,484.0,0.0,1.0,7.0,8762.48,9285.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9982,7187.0,1.0,7187.0,0.0,0.0,6390.0,127800.0,214.0,214.0,0.0,1.0,6.0,8702.24,9321.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9901,7715.0,1.0,7715.0,0.0,0.0,5624.0,112480.0,182.0,182.0,0.0,1.0,7.0,8741.9,9350.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9928,7397.0,1.0,7397.0,0.0,0.0,4909.0,98180.0,238.0,238.0,0.0,1.0,7.0,8912.76,9497.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9961,7572.0,1.0,7572.0,0.0,0.0,5483.0,109660.0,456.0,456.0,0.0,1.0,7.0,8853.0,9450.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9933,7065.0,1.0,7065.0,0.0,0.0,5821.0,116420.0,504.0,504.0,0.0,1.0,7.0,8712.82,9372.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9947,7050.0,1.0,7050.0,0.0,0.0,5925.0,118500.0,296.0,296.0,0.0,1.0,7.0,8769.84,9496.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9984,6752.0,1.0,6752.0,0.0,0.0,5453.0,109060.0,134.0,134.0,0.0,1.0,7.0,8841.86,9453.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9871,6177.0,1.0,6177.0,0.0,0.0,6577.0,131540.0,278.0,278.0,0.0,1.0,7.0,8548.76,9270.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9955,8096.0,1.0,8096.0,0.0,0.0,4886.0,97720.0,164.0,164.0,0.0,1.0,8.0,8944.72,9544.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9987,6932.0,1.0,6932.0,0.0,0.0,5509.0,110180.0,284.0,284.0,0.0,1.0,7.0,8837.9,9326.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9986,6731.0,1.0,6731.0,0.0,0.0,6042.0,120840.0,459.0,459.0,0.0,1.0,7.0,8749.56,9315.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9941,7391.0,1.0,7391.0,0.0,0.0,5703.0,114060.0,323.0,323.0,0.0,1.0,7.0,8780.14,9420.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9891,7016.0,1.0,7016.0,0.0,0.0,5025.0,100500.0,183.0,183.0,0.0,1.0,7.0,8888.42,9460.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9993,6901.0,1.0,6901.0,0.0,0.0,5783.0,115660.0,191.0,191.0,0.0,1.0,7.0,8842.16,9413.0
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9955,6750.0,1.0,6750.0,0.0,0.0,5018.0,100360.0,268.0,268.0,0.0,1.0,8.0,8904.46,9414.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9907,5956.0,1.0,5956.0,0.0,0.0,6305.0,126100.0,214.0,214.0,0.0,1.0,6.0,8612.04,9266.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9942,6067.0,1.0,6067.0,0.0,0.0,5866.0,117320.0,384.0,384.0,0.0,1.0,7.0,8736.28,9280.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9938,6343.0,1.0,6343.0,0.0,0.0,4366.0,87320.0,203.0,203.0,0.0,1.0,8.0,9001.48,9454.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9972,6915.0,1.0,6915.0,0.0,0.0,6002.0,120040.0,298.0,298.0,0.0,1.0,6.0,8768.96,9482.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9940,6315.0,1.0,6315.0,0.0,0.0,5117.0,102340.0,282.0,282.0,0.0,1.0,7.0,8874.82,9339.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9977,7469.0,1.0,7469.0,0.0,0.0,6117.0,122340.0,451.0,451.0,0.0,1.0,7.0,8728.5,9295.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9911,7756.0,1.0,7756.0,0.0,0.0,5113.0,102260.0,203.0,203.0,0.0,1.0,8.0,8904.98,9259.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9977,8269.0,1.0,8269.0,0.0,0.0,5588.0,111760.0,435.0,435.0,0.0,1.0,8.0,8843.82,9276.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9930,7358.0,1.0,7358.0,0.0,0.0,6707.0,134140.0,105.0,105.0,0.0,1.0,6.0,8597.34,9279.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9991,5970.0,1.0,5970.0,0.0,0.0,6704.0,134080.0,286.0,286.0,0.0,1.0,7.0,8637.46,9337.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9965,7507.0,1.0,7507.0,0.0,0.0,5223.0,104460.0,177.0,177.0,0.0,1.0,8.0,8882.48,9364.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9870,7656.0,1.0,7656.0,0.0,0.0,6454.0,129080.0,163.0,163.0,0.0,1.0,7.0,8528.4,8989.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9909,7479.0,1.0,7479.0,0.0,0.0,5487.0,109740.0,658.0,658.0,0.0,1.0,7.0,8800.92,9338.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9854,7359.0,1.0,7359.0,0.0,0.0,4824.0,96480.0,388.0,388.0,0.0,1.0,8.0,8864.88,9223.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9971,6339.0,1.0,6339.0,0.0,0.0,5791.0,115820.0,296.0,296.0,0.0,1.0,7.0,8808.54,9340.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9971,6924.0,1.0,6924.0,0.0,0.0,5481.0,109620.0,137.0,137.0,0.0,1.0,7.0,8873.94,9420.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9988,7440.0,1.0,7440.0,0.0,0.0,5906.0,118120.0,241.0,241.0,0.0,1.0,7.0,8786.5,9397.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9973,7146.0,1.0,7146.0,0.0,0.0,5385.0,107700.0,192.0,192.0,0.0,1.0,7.0,8856.68,9352.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9897,6992.0,1.0,6992.0,0.0,0.0,5846.0,116920.0,219.0,219.0,0.0,1.0,7.0,8712.32,9326.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9937,7526.0,1.0,7526.0,0.0,0.0,6098.0,121960.0,284.0,284.0,0.0,1.0,7.0,8659.66,9241.0
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9872,8212.0,1.0,8212.0,0.0,0.0,5061.0,101220.0,302.0,302.0,0.0,1.0,7.0,8789.4,9417.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9968,7459.0,1.0,7459.0,0.0,0.0,5830.0,116600.0,227.0,227.0,0.0,1.0,7.0,8783.4,9447.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9829,7492.0,1.0,7492.0,0.0,0.0,5727.0,114540.0,346.0,346.0,0.0,1.0,6.0,8688.9,9365.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9932,7480.0,1.0,7509.0,0.0,0.0,5396.0,107920.0,275.0,275.0,29.0,1.0,7.0,8868.48,9461.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9863,7745.0,1.0,7745.0,0.0,0.0,5359.0,107180.0,290.0,290.0,0.0,1.0,7.0,8738.6,9592.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9996,7055.0,1.0,7055.0,0.0,0.0,5797.0,115940.0,320.0,320.0,0.0,1.0,7.0,8831.4,9314.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9940,6229.0,1.0,6229.0,0.0,0.0,5202.0,104040.0,185.0,185.0,0.0,1.0,7.0,8832.58,9299.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9934,7080.0,1.0,7080.0,0.0,0.0,5131.0,102620.0,234.0,234.0,0.0,1.0,7.0,8911.5,9513.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9941,7027.0,1.0,7027.0,0.0,0.0,5229.0,104580.0,463.0,463.0,0.0,1.0,7.0,8869.78,9520.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9901,6959.0,1.0,6959.0,0.0,0.0,5387.0,107740.0,354.0,354.0,0.0,1.0,7.0,8783.84,9464.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9954,6166.0,1.0,6166.0,0.0,0.0,5004.0,100080.0,196.0,196.0,0.0,1.0,8.0,8907.04,9408.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9899,6332.0,1.0,6332.0,0.0,0.0,5575.0,111500.0,299.0,299.0,0.0,1.0,7.0,8765.1,9538.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9943,6756.0,1.0,6756.0,0.0,0.0,5334.0,106680.0,261.0,261.0,0.0,1.0,7.0,8866.46,9532.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9980,6079.0,1.0,6079.0,0.0,0.0,6216.0,124320.0,117.0,117.0,0.0,1.0,6.0,8676.02,9459.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9961,7930.0,1.0,7930.0,0.0,0.0,5592.0,111840.0,437.0,437.0,0.0,1.0,8.0,8823.44,9360.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9934,6935.0,1.0,6935.0,0.0,0.0,4648.0,92960.0,365.0,365.0,0.0,1.0,8.0,8983.54,9473.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9962,7971.0,1.0,7971.0,0.0,0.0,5554.0,111080.0,412.0,412.0,0.0,1.0,7.0,8847.12,9441.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9980,6908.0,1.0,6908.0,0.0,0.0,5452.0,109040.0,423.0,423.0,0.0,1.0,7.0,8853.78,9279.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9958,8544.0,1.0,8544.0,0.0,0.0,5668.0,113360.0,113.0,113.0,0.0,1.0,7.0,8807.2,9267.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9944,7127.0,1.0,7127.0,0.0,0.0,7095.0,141900.0,153.0,153.0,0.0,1.0,6.0,8534.38,9112.0
83,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9914,8482.0,1.0,8482.0,0.0,0.0,5245.0,104900.0,408.0,408.0,0.0,1.0,8.0,8847.66,9383.0
84,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9957,6228.0,1.0,6228.0,0.0,0.0,5914.0,118280.0,291.0,291.0,0.0,1.0,6.0,8745.64,9456.0
85,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9949,6663.0,1.0,6663.0,0.0,0.0,5769.0,115380.0,271.0,271.0,0.0,1.0,7.0,8769.94,9275.0
86,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9899,6571.0,1.0,6571.0,0.0,0.0,5536.0,110720.0,225.0,225.0,0.0,1.0,7.0,8763.68,9438.0
87,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9947,6056.0,1.0,6056.0,0.0,0.0,5485.0,109700.0,339.0,339.0,0.0,1.0,6.0,8791.04,9294.0
88,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9955,7020.0,1.0,7020.0,0.0,0.0,5592.0,111840.0,278.0,278.0,0.0,1.0,8.0,8824.82,9274.0
89,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9877,6541.0,1.0,6541.0,0.0,0.0,5584.0,111680.0,277.0,277.0,0.0,1.0,7.0,8754.78,9226.0
90,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9902,6213.0,1.0,6213.0,0.0,0.0,5595.0,111900.0,208.0,208.0,0.0,1.0,7.0,8792.44,9296.0
91,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9951,7682.0,1.0,7682.0,0.0,0.0,5932.0,118640.0,303.0,303.0,0.0,1.0,7.0,8770.74,9390.0
92,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9966,6715.0,1.0,6715.0,0.0,0.0,6226.0,124520.0,129.0,129.0,0.0,1.0,6.0,8670.54,9305.0
93,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9908,7534.0,1.0,7534.0,0.0,0.0,5678.0,113560.0,135.0,135.0,0.0,1.0,7.0,8784.38,9387.0
94,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9971,7896.0,1.0,7896.0,0.0,0.0,4744.0,94880.0,257.0,257.0,0.0,1.0,8.0,8967.8,9520.0
95,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9875,6332.0,1.0,6332.0,0.0,0.0,5067.0,101340.0,347.0,347.0,0.0,1.0,7.0,8850.52,9464.0
96,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9945,7773.0,1.0,7773.0,0.0,0.0,4979.0,99580.0,360.0,360.0,0.0,1.0,8.0,8911.86,9464.0
97,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9923,6686.0,1.0,6686.0,0.0,0.0,6060.0,121200.0,261.0,261.0,0.0,1.0,6.0,8698.82,9472.0
98,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9881,8037.0,1.0,8037.0,0.0,0.0,5426.0,108520.0,428.0,428.0,0.0,1.0,7.0,8810.28,9300.0
99,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9830,6249.0,1.0,6249.0,0.0,0.0,6165.0,123300.0,174.0,174.0,0.0,1.0,6.0,8612.62,9339.0
0,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9885,6934.0,1.0,6934.0,0.0,0.0,5894.0,176820.0,376.0,376.0,0.0,1.0,7.0,8702.14,9304.0
1,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9985,6991.0,1.0,6991.0,0.0,0.0,5419.0,162570.0,216.0,216.0,0.0,1.0,7.0,8799.78,9550.0
2,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9959,7416.0,1.0,7416.0,0.0,0.0,5029.0,150870.0,276.0,276.0,0.0,1.0,7.0,8884.5,9308.0
3,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9915,6724.0,1.0,6724.0,0.0,0.0,5775.0,173250.0,358.0,358.0,0.0,1.0,7.0,8721.26,9424.0
4,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9945,6191.0,1.0,6191.0,0.0,0.0,5511.0,165330.0,315.0,315.0,0.0,1.0,7.0,8848.94,9374.0
5,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9994,7131.0,1.0,7131.0,0.0,0.0,5925.0,177750.0,177.0,177.0,0.0,1.0,7.0,8775.66,9333.0
6,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9911,6326.0,1.0,6326.0,0.0,0.0,5848.0,175440.0,97.0,97.0,0.0,1.0,7.0,8715.6,9340.0
7,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9952,7291.0,1.0,7291.0,0.0,0.0,5275.0,158250.0,287.0,287.0,0.0,1.0,8.0,8911.22,9371.0
8,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9924,7826.0,1.0,7826.0,0.0,0.0,4840.0,145200.0,241.0,241.0,0.0,1.0,8.0,8941.56,9493.0
9,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9925,7142.0,1.0,7142.0,0.0,0.0,5792.0,173760.0,245.0,245.0,0.0,1.0,7.0,8728.38,9188.0
10,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9996,7285.0,1.0,7285.0,0.0,0.0,6341.0,190230.0,302.0,302.0,0.0,1.0,7.0,8737.62,9454.0
11,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9909,6738.0,1.0,6738.0,0.0,0.0,6321.0,189630.0,207.0,207.0,0.0,1.0,6.0,8650.88,9471.0
12,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9986,6764.0,1.0,6764.0,0.0,0.0,6745.0,202350.0,292.0,292.0,0.0,1.0,7.0,8640.16,9555.0
13,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9958,7093.0,1.0,7093.0,0.0,0.0,5243.0,157290.0,443.0,443.0,0.0,1.0,7.0,8847.5,9427.0
14,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9937,7369.0,1.0,7369.0,0.0,0.0,5536.0,166080.0,162.0,162.0,0.0,1.0,7.0,8850.44,9506.0
15,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9911,6805.0,1.0,6805.0,0.0,0.0,6242.0,187260.0,234.0,234.0,0.0,1.0,7.0,8634.36,9290.0
16,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9990,5781.0,1.0,5781.0,0.0,0.0,5663.0,169890.0,90.0,90.0,0.0,1.0,7.0,8843.04,9407.0
17,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9887,7258.0,1.0,7258.0,0.0,0.0,6492.0,194760.0,201.0,201.0,0.0,1.0,7.0,8585.14,9039.0
18,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9987,7630.0,1.0,7630.0,0.0,0.0,6199.0,185970.0,365.0,365.0,0.0,1.0,7.0,8754.54,9287.0
19,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9951,6902.0,1.0,6902.0,0.0,0.0,5755.0,172650.0,244.0,244.0,0.0,1.0,7.0,8802.86,9420.0
20,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9911,6433.0,1.0,6433.0,0.0,0.0,5548.0,166440.0,282.0,282.0,0.0,1.0,7.0,8784.48,9430.0
21,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9952,6412.0,1.0,6412.0,0.0,0.0,5746.0,172380.0,251.0,251.0,0.0,1.0,7.0,8796.36,9311.0
22,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9961,7795.0,1.0,7795.0,0.0,0.0,6557.0,196710.0,250.0,250.0,0.0,1.0,7.0,8625.24,9160.0
23,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9961,7236.0,1.0,7236.0,0.0,0.0,6421.0,192630.0,343.0,343.0,0.0,1.0,7.0,8648.86,9230.0
24,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9928,6833.0,1.0,6833.0,0.0,0.0,5966.0,178980.0,226.0,226.0,0.0,1.0,7.0,8704.66,9332.0
25,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9851,7603.0,1.0,7603.0,0.0,0.0,5491.0,164730.0,287.0,287.0,0.0,1.0,7.0,8759.96,9388.0
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9903,6855.0,1.0,6855.0,0.0,0.0,5877.0,176310.0,201.0,201.0,0.0,1.0,8.0,8727.72,9232.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9909,7683.0,1.0,7683.0,0.0,0.0,5520.0,165600.0,484.0,484.0,0.0,1.0,7.0,8774.36,9298.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9969,7187.0,1.0,7187.0,0.0,0.0,6349.0,190470.0,214.0,214.0,0.0,1.0,6.0,8646.92,9308.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9847,7715.0,1.0,7715.0,0.0,0.0,5624.0,168720.0,182.0,182.0,0.0,1.0,7.0,8690.16,9296.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9924,7397.0,1.0,7397.0,0.0,0.0,4956.0,148680.0,238.0,238.0,0.0,1.0,7.0,8910.92,9393.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9961,7572.0,1.0,7572.0,0.0,0.0,5483.0,164490.0,456.0,456.0,0.0,1.0,7.0,8853.76,9450.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9939,7065.0,1.0,7065.0,0.0,0.0,5821.0,174630.0,504.0,504.0,0.0,1.0,7.0,8721.52,9378.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9934,7050.0,1.0,7050.0,0.0,0.0,5925.0,177750.0,296.0,296.0,0.0,1.0,7.0,8752.86,9488.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9984,6752.0,1.0,6752.0,0.0,0.0,5488.0,164640.0,134.0,134.0,0.0,1.0,7.0,8870.32,9433.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9881,6177.0,1.0,6177.0,0.0,0.0,6584.0,197520.0,278.0,278.0,0.0,1.0,7.0,8554.58,9270.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9874,8096.0,1.0,8096.0,0.0,0.0,4824.0,144720.0,164.0,164.0,0.0,1.0,8.0,8877.4,9473.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9978,6932.0,1.0,6932.0,0.0,0.0,5600.0,168000.0,284.0,284.0,0.0,1.0,7.0,8870.08,9297.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9896,6731.0,1.0,6731.0,0.0,0.0,5973.0,179190.0,459.0,459.0,0.0,1.0,7.0,8695.94,9272.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9962,7391.0,1.0,7391.0,0.0,0.0,5703.0,171090.0,323.0,323.0,0.0,1.0,7.0,8801.4,9441.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9950,7016.0,1.0,7016.0,0.0,0.0,5010.0,150300.0,183.0,183.0,0.0,1.0,7.0,8922.44,9515.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9983,6901.0,1.0,6901.0,0.0,0.0,5768.0,173040.0,191.0,191.0,0.0,1.0,7.0,8823.5,9408.0
