run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9892,6855.0,1.0,6855.0,0.0,0.0,5844.0,58440.0,201.0,201.0,0.0,1.0,8.0,8694.1,9221.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9911,7683.0,1.0,7683.0,0.0,0.0,5520.0,55200.0,484.0,484.0,0.0,1.0,7.0,8776.74,9300.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9866,7187.0,1.0,7187.0,0.0,0.0,6273.0,62730.0,214.0,214.0,0.0,1.0,6.0,8582.14,9223.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9998,7715.0,1.0,7715.0,0.0,0.0,5624.0,56240.0,182.0,182.0,0.0,1.0,7.0,8803.72,9447.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9915,7397.0,1.0,7397.0,0.0,0.0,4956.0,49560.0,238.0,238.0,0.0,1.0,7.0,8902.5,9384.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9969,7572.0,1.0,7572.0,0.0,0.0,5379.0,53790.0,456.0,456.0,0.0,1.0,7.0,8822.86,9428.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9906,7065.0,1.0,7065.0,0.0,0.0,5803.0,58030.0,504.0,504.0,0.0,1.0,7.0,8694.26,9241.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9874,7050.0,1.0,7050.0,0.0,0.0,5817.0,58170.0,296.0,296.0,0.0,1.0,7.0,8670.22,9216.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9998,6752.0,1.0,6752.0,0.0,0.0,5488.0,54880.0,134.0,134.0,0.0,1.0,7.0,8882.84,9447.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9996,6177.0,1.0,6177.0,0.0,0.0,6657.0,66570.0,278.0,278.0,0.0,1.0,7.0,8645.68,9630.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9983,8096.0,1.0,8096.0,0.0,0.0,4869.0,48690.0,164.0,164.0,0.0,1.0,8.0,8959.52,9572.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9977,6932.0,1.0,6932.0,0.0,0.0,5600.0,56000.0,284.0,284.0,0.0,1.0,7.0,8868.06,9296.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9942,6731.0,1.0,6731.0,0.0,0.0,5973.0,59730.0,459.0,459.0,0.0,1.0,7.0,8740.5,9321.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9959,7391.0,1.0,7391.0,0.0,0.0,5703.0,57030.0,323.0,323.0,0.0,1.0,7.0,8798.66,9438.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9973,7016.0,1.0,7016.0,0.0,0.0,5010.0,50100.0,183.0,183.0,0.0,1.0,7.0,8946.36,9539.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9998,6901.0,1.0,6901.0,0.0,0.0,5783.0,57830.0,191.0,191.0,0.0,1.0,7.0,8848.62,9416.0
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9901,6750.0,1.0,6750.0,0.0,0.0,5048.0,50480.0,268.0,268.0,0.0,1.0,8.0,8831.34,9350.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9922,5956.0,1.0,5956.0,0.0,0.0,6351.0,63510.0,214.0,214.0,0.0,1.0,6.0,8627.78,9301.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9910,6067.0,1.0,6067.0,0.0,0.0,5866.0,58660.0,384.0,384.0,0.0,1.0,7.0,8708.16,9249.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9942,6343.0,1.0,6343.0,0.0,0.0,4411.0,44110.0,203.0,203.0,0.0,1.0,8.0,9007.66,9491.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9899,6915.0,1.0,6915.0,0.0,0.0,5858.0,58580.0,298.0,298.0,0.0,1.0,6.0,8714.64,9508.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9955,6315.0,1.0,6315.0,0.0,0.0,5117.0,51170.0,282.0,282.0,0.0,1.0,7.0,8888.58,9354.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9891,7469.0,1.0,7469.0,0.0,0.0,6075.0,60750.0,451.0,451.0,0.0,1.0,7.0,8646.56,9290.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9920,7756.0,1.0,7756.0,0.0,0.0,5126.0,51260.0,203.0,203.0,0.0,1.0,8.0,8920.9,9240.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9992,8269.0,1.0,8269.0,0.0,0.0,5588.0,55880.0,435.0,435.0,0.0,1.0,8.0,8858.3,9284.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9998,7358.0,1.0,7358.0,0.0,0.0,6659.0,66590.0,105.0,105.0,0.0,1.0,6.0,8528.04,9227.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9997,5970.0,1.0,5970.0,0.0,0.0,6704.0,67040.0,286.0,286.0,0.0,1.0,7.0,8644.24,9346.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9878,7507.0,1.0,7507.0,0.0,0.0,5208.0,52080.0,177.0,177.0,0.0,1.0,8.0,8801.42,9255.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9874,7656.0,1.0,7656.0,0.0,0.0,6492.0,64920.0,163.0,163.0,0.0,1.0,7.0,8579.48,9121.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9902,7479.0,1.0,7479.0,0.0,0.0,5598.0,55980.0,658.0,658.0,0.0,1.0,7.0,8790.7,9481.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9890,7359.0,1.0,7359.0,0.0,0.0,4749.0,47490.0,388.0,388.0,0.0,1.0,8.0,8906.16,9370.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9991,6339.0,1.0,6339.0,0.0,0.0,5791.0,57910.0,296.0,296.0,0.0,1.0,7.0,8828.06,9360.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9964,6924.0,1.0,6924.0,0.0,0.0,5476.0,54760.0,137.0,137.0,0.0,1.0,7.0,8821.54,9373.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9983,7440.0,1.0,7440.0,0.0,0.0,5923.0,59230.0,241.0,241.0,0.0,1.0,7.0,8781.9,9522.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9967,7146.0,1.0,7146.0,0.0,0.0,5385.0,53850.0,192.0,192.0,0.0,1.0,7.0,8849.7,9346.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9908,6992.0,1.0,6992.0,0.0,0.0,5846.0,58460.0,219.0,219.0,0.0,1.0,7.0,8723.8,9337.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9928,7526.0,1.0,7526.0,0.0,0.0,6030.0,60300.0,284.0,284.0,0.0,1.0,7.0,8690.7,9346.0
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9997,8212.0,1.0,8212.0,0.0,0.0,5148.0,51480.0,302.0,302.0,0.0,1.0,7.0,8930.98,9446.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9998,7459.0,1.0,7459.0,0.0,0.0,5873.0,58730.0,227.0,227.0,0.0,1.0,7.0,8824.96,9431.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9994,7492.0,1.0,7492.0,0.0,0.0,5866.0,58660.0,346.0,346.0,0.0,1.0,6.0,8786.52,9510.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9924,7509.0,1.0,7509.0,0.0,0.0,5396.0,53960.0,275.0,275.0,0.0,1.0,7.0,8861.08,9453.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9990,7745.0,1.0,7745.0,0.0,0.0,5377.0,53770.0,290.0,290.0,0.0,1.0,7.0,8845.26,9676.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9905,7055.0,1.0,7055.0,0.0,0.0,5745.0,57450.0,320.0,320.0,0.0,1.0,7.0,8764.16,9314.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9926,6229.0,1.0,6229.0,0.0,0.0,5202.0,52020.0,185.0,185.0,0.0,1.0,7.0,8813.8,9285.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9927,7080.0,1.0,7080.0,0.0,0.0,5145.0,51450.0,234.0,234.0,0.0,1.0,7.0,8907.84,9504.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9992,7027.0,1.0,7027.0,0.0,0.0,5210.0,52100.0,463.0,463.0,0.0,1.0,7.0,8921.42,9557.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9915,6959.0,1.0,6959.0,0.0,0.0,5324.0,53240.0,354.0,354.0,0.0,1.0,7.0,8848.2,9364.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9936,6166.0,1.0,6166.0,0.0,0.0,5004.0,50040.0,196.0,196.0,0.0,1.0,8.0,8890.54,9396.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9902,6332.0,1.0,6332.0,0.0,0.0,5575.0,55750.0,299.0,299.0,0.0,1.0,7.0,8768.36,9541.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9983,6756.0,1.0,6756.0,0.0,0.0,5387.0,53870.0,261.0,261.0,0.0,1.0,7.0,8879.62,9532.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9948,6079.0,1.0,6079.0,0.0,0.0,6233.0,62330.0,117.0,117.0,0.0,1.0,6.0,8671.82,9427.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9961,7930.0,1.0,7930.0,0.0,0.0,5592.0,55920.0,437.0,437.0,0.0,1.0,8.0,8823.08,9360.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9920,6935.0,1.0,6935.0,0.0,0.0,4698.0,46980.0,365.0,365.0,0.0,1.0,8.0,8991.06,9489.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9976,7971.0,1.0,7971.0,0.0,0.0,5557.0,55570.0,412.0,412.0,0.0,1.0,7.0,8863.42,9452.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9971,6908.0,1.0,6908.0,0.0,0.0,5464.0,54640.0,423.0,423.0,0.0,1.0,7.0,8858.76,9350.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9952,8544.0,1.0,8544.0,0.0,0.0,5685.0,56850.0,113.0,113.0,0.0,1.0,7.0,8806.12,9401.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9987,7127.0,1.0,7127.0,0.0,0.0,7084.0,70840.0,153.0,153.0,0.0,1.0,6.0,8558.14,9147.0
83,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9913,8482.0,1.0,8482.0,0.0,0.0,5342.0,53420.0,408.0,408.0,0.0,1.0,8.0,8822.02,9345.0
84,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9951,6228.0,1.0,6228.0,0.0,0.0,5914.0,59140.0,291.0,291.0,0.0,1.0,6.0,8737.28,9450.0
85,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9972,6663.0,1.0,6663.0,0.0,0.0,5832.0,58320.0,271.0,271.0,0.0,1.0,7.0,8724.4,9235.0
86,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9887,6571.0,1.0,6571.0,0.0,0.0,5536.0,55360.0,225.0,225.0,0.0,1.0,7.0,8750.22,9426.0
87,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9980,6056.0,1.0,6056.0,0.0,0.0,5623.0,56230.0,339.0,339.0,0.0,1.0,6.0,8826.5,9439.0
88,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9991,7020.0,1.0,7020.0,0.0,0.0,5660.0,56600.0,278.0,278.0,0.0,1.0,8.0,8859.58,9600.0
89,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9902,6541.0,1.0,6541.0,0.0,0.0,5734.0,57340.0,277.0,277.0,0.0,1.0,7.0,8749.24,9311.0
90,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9970,6213.0,1.0,6213.0,0.0,0.0,5642.0,56420.0,208.0,208.0,0.0,1.0,7.0,8826.06,9606.0
91,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9941,7682.0,1.0,7682.0,0.0,0.0,5932.0,59320.0,303.0,303.0,0.0,1.0,7.0,8761.8,9380.0
92,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9842,6715.0,1.0,6715.0,0.0,0.0,6193.0,61930.0,129.0,129.0,0.0,1.0,6.0,8601.54,9335.0
93,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9924,7534.0,1.0,7534.0,0.0,0.0,5678.0,56780.0,135.0,135.0,0.0,1.0,7.0,8798.26,9403.0
94,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9956,7896.0,1.0,7896.0,0.0,0.0,4632.0,46320.0,257.0,257.0,0.0,1.0,8.0,8958.8,9475.0
95,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9890,6332.0,1.0,6332.0,0.0,0.0,5067.0,50670.0,347.0,347.0,0.0,1.0,7.0,8866.26,9479.0
96,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9911,7773.0,1.0,7773.0,0.0,0.0,4979.0,49790.0,360.0,360.0,0.0,1.0,8.0,8880.66,9430.0
97,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9915,6686.0,1.0,6686.0,0.0,0.0,6060.0,60600.0,261.0,261.0,0.0,1.0,6.0,8691.06,9465.0
98,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9852,8037.0,1.0,8037.0,0.0,0.0,5340.0,53400.0,428.0,428.0,0.0,1.0,7.0,8786.1,9221.0
99,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9835,6249.0,1.0,6249.0,0.0,0.0,6165.0,61650.0,174.0,174.0,0.0,1.0,6.0,8617.66,9344.0
