DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8100,7060.89,1.0,7061.53,0.0,0.0,4601.96,4601.96,276.34,277.05,0.74,1.0,7.04,7092.0549999999985,7576.08
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8200,7061.58,0.99,7061.835,0.0,0.0,4662.96,4662.96,276.34,277.05,0.255,1.0,7.04,7188.592200000003,7690.46
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,4717.29,4717.29,276.34,276.34,0.0,1.0,7.04,7275.063399999998,7774.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8400,7061.58,1.0,7061.58,0.0,0.0,4774.41,4774.41,276.34,276.34,0.0,1.0,7.04,7363.443199999996,7858.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,4823.99,4823.99,276.34,276.34,0.0,1.0,7.04,7444.769399999999,7946.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,4883.65,4883.65,276.34,276.34,0.0,1.0,7.04,7535.894399999999,8062.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,4938.46,4938.46,276.34,276.34,0.0,1.0,7.04,7622.787799999999,8151.72
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8800,7061.58,1.0,7061.58,0.0,0.0,4994.14,4994.14,276.34,276.34,0.0,1.0,7.04,7713.084000000002,8242.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,8900,7061.58,1.0,7061.4,0.0,0.0,5052.21,5052.21,276.34,276.34,0.18,1.0,7.04,7806.3096,8338.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9000,7061.58,1.0,7061.58,0.0,0.0,5108.65,5108.65,276.34,276.34,0.0,1.0,7.04,7896.917200000002,8443.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,5160.53,5160.53,276.34,276.34,0.0,1.0,7.04,7979.765199999999,8523.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,5219.11,5219.11,276.34,276.34,0.0,1.0,7.04,8076.465400000002,8628.82
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,5278.41,5278.41,277.05,277.05,0.0,1.0,7.04,8164.8288,8714.46
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9400,7061.41,1.0,7061.58,0.0,0.0,5337.25,5337.25,277.05,277.05,0.17,1.0,7.04,8255.049,8805.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9500,7061.58,0.99,7061.58,0.0,0.0,5389.97,5389.97,277.05,277.05,0.0,1.0,7.04,8335.8316,8897.49
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,5449.74,5449.74,277.05,277.05,0.0,1.0,7.04,8428.9362,9007.38
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9700,7061.58,1.0,7061.58,0.0,0.0,5503.9,5503.9,277.05,277.05,0.0,1.0,7.04,8514.543,9104.56
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9800,7061.58,1.0,7061.58,0.0,0.0,5556.5,5556.5,277.05,277.05,0.0,1.0,7.04,8599.7802,9189.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,1,CAMDLS Naive,0,9900,7061.58,1.0,7061.5,0.0,0.0,5611.35,5611.35,277.05,277.05,0.08,1.0,7.04,8693.307399999998,9292.45
