DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1900,7276.23,0.99,7281.96,0.0,0.0,3348.34,5586.85,280.0,280.24,10.18,1.0,7.04,1583.7758,1737.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2000,7258.97,0.98,7267.885,0.0,0.0,3521.56,5875.0,280.24,278.8,13.635,1.0,7.04,1674.1713999999995,1834.93
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2100,7232.09,0.99,7244.51,0.0,0.0,3689.22,6155.75,282.16,279.88,14.79,1.0,7.04,1761.8069999999993,1920.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2200,7217.63,1.0,7225.125,0.0,0.0,3862.07,6443.95,282.48,280.43,11.995,1.0,7.04,1849.7650000000006,2014.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2300,7204.54,1.0,7209.925,0.0,0.0,4032.5,6727.25,280.38,283.46,10.025,1.0,7.04,1938.4031999999995,2111.53
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2400,7192.09,1.0,7195.22,0.0,0.0,4196.26,7001.55,279.95,280.89,9.71,1.0,7.04,2026.4499999999994,2199.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2500,7178.84,1.0,7184.125,0.0,0.0,4382.09,7308.85,278.15,278.42,7.725,1.0,7.04,2121.3051999999993,2300.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2600,7168.46,1.0,7171.36,0.0,0.0,4540.64,7572.0,276.47,278.04,6.52,1.0,7.04,2204.5508,2390.62
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2700,7155.91,1.0,7158.84,0.0,0.0,4712.1,7858.45,276.76,276.12,7.55,1.0,7.04,2295.6944,2490.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2800,7143.1,1.0,7147.175,0.0,0.0,4878.84,8137.75,277.09,276.12,6.315,1.0,7.04,2383.4599999999996,2582.39
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,2900,7133.95,1.0,7137.39,0.0,0.0,5049.34,8419.9,276.87,276.56,6.16,1.0,7.04,2479.3783999999996,2673.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3000,7126.06,1.0,7128.075,0.0,0.0,5205.8,8679.35,277.25,277.41,5.655,1.0,7.04,2557.5281999999993,2759.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3100,7117.0,1.0,7120.305,0.0,0.0,5385.94,8979.85,277.1,277.25,4.345,1.0,7.04,2649.2952,2855.93
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3200,7109.69,1.0,7114.525,0.0,0.0,5566.14,9280.2,275.79,277.1,5.705,1.0,7.04,2743.5373999999997,2958.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3300,7104.84,1.0,7106.975,0.0,0.0,5735.97,9562.95,276.3,275.94,6.015,1.0,7.04,2829.8432000000007,3053.21
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3400,7102.1,1.0,7103.515,0.0,0.0,5906.32,9846.25,276.17,275.72,1.965,1.0,7.04,2915.9057999999995,3141.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3500,7099.92,1.0,7101.465,0.0,0.0,6074.84,10125.35,276.17,275.72,2.395,1.0,7.04,3007.3710000000005,3242.88
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3600,7096.45,1.0,7097.54,0.0,0.0,6237.65,10397.8,275.91,276.17,2.23,1.0,7.04,3094.4814,3330.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3700,7093.55,1.0,7095.135,0.0,0.0,6403.67,10674.95,276.34,275.91,2.575,1.0,7.04,3186.429800000001,3426.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3800,7090.7,1.0,7091.505,0.0,0.0,6568.44,10948.15,276.81,275.91,2.635,1.0,7.04,3272.4274000000005,3525.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,3900,7084.44,1.0,7086.365,0.0,0.0,6740.85,11232.95,276.46,277.13,2.475,1.0,7.04,3357.0928,3604.52
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4000,7079.48,1.0,7082.06,0.0,0.0,6904.75,11509.1,276.46,277.29,2.58,1.0,7.04,3443.9598000000005,3691.13
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4100,7078.69,1.0,7079.425,0.0,0.0,7072.2,11788.75,276.8,276.46,1.205,1.0,7.04,3531.442000000001,3795.88
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4200,7076.72,1.0,7077.515,0.0,0.0,7253.38,12090.85,276.55,276.8,1.155,1.0,7.04,3626.1608,3897.41
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4300,7075.81,1.0,7076.39,0.0,0.0,7426.09,12379.8,276.5,277.26,1.65,1.0,7.04,3717.5364,3990.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4400,7073.66,1.0,7073.61,0.0,0.0,7576.88,12632.8,276.46,276.6,1.61,1.0,7.04,3801.610199999999,4083.23
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4500,7071.81,1.0,7071.62,0.0,0.0,7739.46,12902.1,276.38,276.42,1.88,1.0,7.04,3889.492000000002,4170.17
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4600,7071.15,1.0,7071.755,0.0,0.0,7911.2,13186.2,276.38,276.42,0.755,1.0,7.04,3977.865800000001,4263.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4700,7069.82,1.0,7070.635,0.0,0.0,8085.15,13475.7,277.05,276.38,1.445,1.0,7.04,4068.9067999999993,4359.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4800,7068.33,1.0,7068.555,0.0,0.0,8271.85,13786.85,277.17,277.24,0.935,1.0,7.04,4166.341999999999,4463.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,4900,7066.7,1.0,7067.535,0.0,0.0,8426.48,14043.7,276.8,277.24,0.905,1.0,7.04,4245.930799999998,4551.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5000,7065.95,1.0,7065.99,0.0,0.0,8592.83,14320.95,276.77,276.8,1.23,1.0,7.04,4329.656800000001,4644.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5100,7065.18,1.0,7065.465,0.0,0.0,8782.18,14636.8,276.77,276.77,0.945,1.0,7.04,4428.022200000001,4738.61
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5200,7064.88,1.0,7065.31,0.0,0.0,8938.45,14896.3,277.48,276.77,0.43,1.0,7.04,4512.326000000001,4831.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5300,7064.88,1.0,7065.23,0.0,0.0,9087.12,15143.9,277.48,277.48,0.41,1.0,7.04,4587.105200000002,4913.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5400,7064.82,1.0,7065.04,0.0,0.0,9256.63,15425.6,277.48,277.48,0.22,1.0,7.04,4681.346599999999,5018.47
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5500,7064.28,1.0,7064.765,0.0,0.0,9441.19,15729.95,277.24,277.02,0.485,1.0,7.04,4779.286599999999,5119.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5600,7064.02,1.0,7064.225,0.0,0.0,9601.16,15997.25,276.87,277.02,0.485,1.0,7.04,4865.024599999999,5207.69
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5700,7063.08,1.0,7063.16,0.0,0.0,9775.45,16287.6,276.87,276.87,0.58,1.0,7.04,4953.440599999999,5306.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5800,7062.76,1.0,7062.94,0.0,0.0,9949.84,16577.6,276.87,276.87,0.18,1.0,7.04,5042.865200000001,5405.28
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,5900,7062.76,1.0,7062.74,0.0,0.0,10123.29,16868.1,276.87,276.87,0.02,1.0,7.04,5130.892600000003,5492.59
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,10303.57,17166.25,276.87,276.87,0.0,1.0,7.04,5223.4714,5584.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6100,7062.66,1.0,7062.71,0.0,0.0,10460.18,17430.45,276.87,276.87,0.05,1.0,7.04,5307.158,5675.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6200,7062.45,1.0,7062.555,0.0,0.0,10624.29,17702.95,276.16,276.87,0.105,1.0,7.04,5394.439600000001,5771.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6300,7062.45,1.0,7062.51,0.0,0.0,10788.5,17974.45,276.16,276.16,0.06,1.0,7.04,5484.192999999999,5864.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6400,7062.45,1.0,7062.51,0.0,0.0,10946.0,18237.1,276.16,276.16,0.06,1.0,7.04,5568.299800000001,5949.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6500,7062.45,0.99,7062.615,0.0,0.0,11109.49,18507.9,276.16,276.16,0.165,1.0,7.04,5658.640799999998,6053.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6600,7062.06,1.0,7062.335,0.0,0.0,11315.65,18849.6,276.34,276.16,0.275,1.0,7.04,5761.293599999997,6164.61
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6700,7061.58,1.0,7062.015,0.0,0.0,11469.48,19106.0,276.34,276.16,0.435,1.0,7.04,5840.995199999999,6239.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6800,7061.58,1.0,7061.41,0.0,0.0,11634.02,19380.35,276.34,276.34,0.17,1.0,7.04,5926.45,6337.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,11817.42,19687.1,276.34,276.34,0.0,1.0,7.04,6021.408799999999,6428.83
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7000,7061.58,1.0,7061.58,0.0,0.0,11973.88,19949.9,276.34,276.34,0.0,1.0,7.04,6105.899,6525.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,12144.59,20234.0,276.34,276.34,0.0,1.0,7.04,6195.2282,6619.62
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7200,7061.58,1.0,7061.58,0.0,0.0,12313.32,20518.1,277.05,276.34,0.0,1.0,7.04,6285.504799999999,6716.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7300,7061.58,1.0,7061.58,0.0,0.0,12478.69,20795.7,277.05,277.05,0.0,1.0,7.04,6375.984199999997,6819.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7400,7061.58,1.0,7061.58,0.0,0.0,12637.35,21060.3,277.05,277.05,0.0,1.0,7.04,6463.600999999998,6909.25
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7500,7061.58,1.0,7061.58,0.0,0.0,12813.09,21354.1,277.05,277.05,0.0,1.0,7.04,6555.852399999998,7005.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7600,7061.58,1.0,7061.465,0.0,0.0,12978.95,21630.4,277.05,277.05,0.115,1.0,7.04,6642.887999999999,7108.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,13160.96,21934.2,277.05,277.05,0.0,1.0,7.04,6737.269,7208.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,13317.8,22195.7,277.05,277.05,0.0,1.0,7.04,6818.297,7287.18
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,7900,7061.58,1.0,7061.58,0.0,0.0,13483.53,22472.65,277.05,277.05,0.0,1.0,7.04,6903.692399999999,7377.63
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8000,7061.58,1.0,7061.53,0.0,0.0,13653.17,22754.4,277.05,277.05,0.05,1.0,7.04,6994.663,7462.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8100,7061.58,1.0,7061.58,0.0,0.0,13825.02,23041.65,276.34,277.05,0.0,1.0,7.04,7083.839000000002,7573.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,13990.53,23316.85,276.34,276.34,0.0,1.0,7.04,7176.504799999999,7686.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,14150.54,23581.5,276.34,276.34,0.0,1.0,7.04,7262.3166,7766.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8400,7061.58,1.0,7061.58,0.0,0.0,14336.89,23892.65,276.34,276.34,0.0,1.0,7.04,7361.433999999999,7854.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,14495.12,24155.0,276.34,276.34,0.0,1.0,7.04,7443.4357999999975,7952.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,14676.87,24458.2,276.34,276.34,0.0,1.0,7.04,7539.393199999999,8059.98
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8700,7061.58,1.0,7061.63,0.0,0.0,14837.55,24723.75,276.34,276.34,0.05,1.0,7.04,7623.996399999999,8148.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8800,7061.58,1.0,7061.58,0.0,0.0,15019.3,25028.7,276.34,276.34,0.0,1.0,7.04,7715.962799999999,8242.08
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,8900,7061.58,1.0,7061.6,0.0,0.0,15173.45,25284.3,276.34,276.34,0.02,1.0,7.04,7795.512600000003,8326.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9000,7061.58,1.0,7061.58,0.0,0.0,15349.43,25575.95,276.34,276.34,0.0,1.0,7.04,7888.945799999996,8436.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,15518.56,25858.6,277.05,276.34,0.0,1.0,7.04,7978.317399999997,8534.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,15680.81,26129.95,277.05,277.05,0.0,1.0,7.04,8066.6046,8622.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,15854.23,26419.6,277.05,277.05,0.0,1.0,7.04,8156.851999999998,8717.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9400,7061.58,1.0,7061.58,0.0,0.0,16024.99,26705.05,277.05,277.05,0.0,1.0,7.04,8247.475599999998,8804.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9500,7061.58,1.0,7061.58,0.0,0.0,16189.73,26981.5,277.05,277.05,0.0,1.0,7.04,8338.033999999996,8903.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,16371.03,27283.2,277.05,277.05,0.0,1.0,7.04,8428.677200000004,9004.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9700,7061.58,1.0,7061.58,0.0,0.0,16544.1,27571.65,277.05,277.05,0.0,1.0,7.04,8517.5052,9096.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9800,7061.58,1.0,7061.58,0.0,0.0,16697.54,27827.4,277.05,277.05,0.0,1.0,7.04,8599.771999999999,9191.25
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,9900,7061.58,1.0,7061.58,0.0,0.0,16871.2,28117.0,277.05,277.05,0.0,1.0,7.04,8690.902200000004,9277.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,835.96,1518.9,NaN,60.3,NaN,0.38919999999999993,3.94,40.952000000000005,76.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,1228.32,2232.7,NaN,98.77,NaN,0.5338000000000003,4.81,107.014,167.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,1559.31,2839.4,262.6666666666667,134.76,NaN,0.6577999999999998,5.36,186.192,266.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,1839.51,3347.9,227.55555555555554,167.96,NaN,0.7623999999999996,5.87,264.019,358.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,500,7029.0,1.0,6682.0,0.0,0.0,2084.5,3794.2,237.84,197.58,347.0,0.8464,6.31,341.19660000000005,451.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,600,7040.857142857143,1.0,6712.0,0.0,0.0,2326.17,4237.0,256.6279069767442,224.36,333.2142857142857,0.9052,6.63,418.2095999999999,546.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,700,7391.103448275862,1.0,7123.1612903225805,0.0,0.0,2571.01,4681.7,266.859375,245.86,232.8793103448276,0.9509999999999996,6.81,507.4634000000001,644.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,800,7416.452830188679,1.0,7312.0625,0.0,0.0,2816.4,5124.8,264.24050632911394,258.5,137.10377358490567,0.9753999999999999,6.93,590.8376,736.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,900,7448.347222222223,1.0,7399.474358974359,0.0,0.0,3066.77,5578.8,271.3333333333333,263.15,108.96527777777777,0.9913999999999998,7.0,673.6681999999997,819.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1000,7512.1511627906975,0.99,7522.125,0.0,0.0,3352.67,6098.1,271.51020408163265,268.26,63.93023255813954,0.9968,7.02,761.7223999999999,910.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1100,7533.9375,1.0,7520.046875,0.0,0.0,3677.98,6689.5,274.9387755102041,270.42,48.994791666666664,0.9983999999999998,7.04,860.3167999999998,1006.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1200,7478.163265306122,1.0,7489.969387755102,0.0,0.0,3984.99,7249.1,278.3333333333333,271.02,38.744897959183675,0.9992,7.04,951.7846,1093.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1300,7436.434343434344,1.0,7462.05,0.0,0.0,4333.74,7881.7,279.68,276.65,30.095959595959595,1.0,7.04,1050.231,1189.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1400,7409.61,0.98,7425.96,0.0,0.0,4623.14,8407.1,278.04,276.38,26.73,1.0,7.04,1131.4318,1274.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1500,7373.82,0.99,7383.715,0.0,0.0,4952.78,9005.1,279.18,278.68,19.245,1.0,7.04,1223.2958,1372.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1600,7341.03,0.99,7354.745,0.0,0.0,5227.3,9500.2,279.98,278.54,19.185,1.0,7.04,1305.9278000000006,1457.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1700,7311.43,0.98,7322.335,0.0,0.0,5563.14,10109.6,281.23,277.93,15.875,1.0,7.04,1406.2214,1562.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1800,7292.37,0.98,7299.405,0.0,0.0,5867.15,10661.7,280.25,281.07,11.005,1.0,7.04,1490.4752,1651.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,1900,7278.15,0.99,7285.2,0.0,0.0,6146.45,11171.7,280.86,281.24,11.57,1.0,7.04,1570.1403999999989,1732.92
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2000,7259.16,0.98,7268.41,0.0,0.0,6474.2,11767.3,281.11,279.8,11.88,1.0,7.04,1663.9252,1831.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2100,7236.38,0.99,7247.395,0.0,0.0,6775.03,12315.5,281.56,279.64,15.005,1.0,7.04,1751.0212,1915.46
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2200,7218.47,0.99,7224.735,0.0,0.0,7100.25,12906.4,282.54,280.35,10.965,1.0,7.04,1840.5554000000004,2015.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2300,7204.32,1.0,7209.88,0.0,0.0,7407.46,13465.8,279.89,282.67,11.07,1.0,7.04,1926.0697999999998,2111.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2400,7192.7,1.0,7197.9,0.0,0.0,7696.76,13989.6,279.3,280.62,12.27,1.0,7.04,2012.0980000000009,2199.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2500,7180.58,1.0,7184.73,0.0,0.0,8034.6,14602.3,278.33,278.81,9.95,1.0,7.04,2107.8948000000005,2293.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2600,7168.54,0.99,7172.635,0.0,0.0,8328.4,15134.0,277.66,277.62,7.555,1.0,7.04,2194.5026000000007,2393.56
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2700,7154.4,1.0,7160.81,0.0,0.0,8620.67,15662.6,277.37,277.32,8.81,1.0,7.04,2278.7472000000007,2481.04
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2800,7145.47,0.99,7152.56,0.0,0.0,8937.57,16237.4,277.5,277.31,8.9,1.0,7.04,2369.5260000000003,2578.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,2900,7132.29,0.99,7136.49,0.0,0.0,9243.93,16795.0,278.02,277.5,7.68,1.0,7.04,2454.2729999999997,2664.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3000,7124.63,1.0,7129.7,0.0,0.0,9553.29,17356.8,276.7,277.85,7.23,1.0,7.04,2540.8842,2761.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3100,7118.33,1.0,7122.37,0.0,0.0,9866.14,17924.5,277.46,277.46,5.75,1.0,7.04,2628.596400000001,2850.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3200,7114.01,1.0,7115.9,0.0,0.0,10168.19,18470.4,276.58,277.46,3.24,1.0,7.04,2715.0818000000004,2939.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3300,7107.15,1.0,7109.69,0.0,0.0,10479.13,19034.8,276.47,276.47,4.84,1.0,7.04,2808.5626,3037.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3400,7103.5,1.0,7104.605,0.0,0.0,10778.2,19579.9,276.29,276.89,4.625,1.0,7.04,2894.6007999999997,3132.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3500,7099.29,1.0,7101.49,0.0,0.0,11121.55,20203.6,275.91,276.77,3.11,1.0,7.04,2989.117000000001,3237.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3600,7095.54,1.0,7096.045,0.0,0.0,11433.39,20773.2,275.91,275.91,2.825,1.0,7.04,3084.197,3330.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3700,7094.23,1.0,7093.55,0.0,0.0,11718.91,21296.0,276.31,275.91,3.14,1.0,7.04,3168.3060000000005,3420.63
